,author,author_email,id,isopen,license_id,license_title,license_url,maintainer,maintainer_email,metadata_created,metadata_modified,name,notes,num_resources,num_tags,owner_org,private,revision_id,state,title,type,url,version
259,Bio2RDF,bio2rdf@googlegroups.com,e447f3cf-ffa8-4dcf-85a7-a95285723fef,True,cc-by,Creative Commons Attribution,http://www.opendefinition.org/licenses/cc-by,Michel Dumontier,michel.dumontier@gmail.com,2014-07-30T18:58:07.191453,2014-08-11T16:22:55.220863,bio2rdf-taxonomy,The NCBI taxonomy database contains the names of all organisms that are represented in the genetic databases with at least one nucleotide or protein sequence.,13,11,eb154678-e315-4a13-a159-baa5e50d7fa3,False,90b946b0-d090-4070-ba47-5399a1577fe4,active,Bio2RDF::Taxonomy,dataset,http://taxonomy.bio2rdf.org/,2014-05-27
260,Bio2RDF,bio2rdf@googlegroups.com,64f6c557-bd74-42a0-ae3c-dd7bcaad93b0,True,cc-by,Creative Commons Attribution,http://www.opendefinition.org/licenses/cc-by,Michel Dumontier,michel.dumontier@gmail.com,2014-07-30T20:18:16.826384,2014-08-11T16:10:49.201973,bio2rdf-wormbase,WormBase is an online bioinformatics database of the biology and genome of the model organism Caenorhabditis elegans and related nematodes. It is used by the C. elegans research community both as an information resource and as a mode to publish and distribute their results.,13,11,eb154678-e315-4a13-a159-baa5e50d7fa3,False,d4ff0673-e620-417a-880c-bf93211d588c,active,Bio2RDF::Wormbase,dataset,http://wormbase.bio2rdf.org/,2014-06-04
261,Bio2RDF,bio2rdf@googlegroups.com,29653389-b559-4830-b56a-08d34482cbd9,True,cc-by,Creative Commons Attribution,http://www.opendefinition.org/licenses/cc-by,Michel Dumontier,michel.dumontier@gmail.com,2012-09-18T03:25:17.551712,2014-08-11T16:10:45.089541,bio2rdf-iproclass,"The iProClass database provides value-added information reports for UniProtKB and unique UniParc proteins, with links to over 90 biological databases, including databases for protein families, functions and pathways, interactions, structures and structural classifications, genes and genomes, ontologies, literature, and taxonomy.",18,11,eb154678-e315-4a13-a159-baa5e50d7fa3,False,aa87582c-6f88-42e5-823d-6030791f8a6f,active,Bio2RDF::Iproclass,dataset,http://iproclass.bio2rdf.org/,2014-06-09
262,Bio2RDF,bio2rdf@googlegroups.com,35cee1f1-ec3a-4e97-8b13-b9b10ff17c95,True,cc-by,Creative Commons Attribution,http://www.opendefinition.org/licenses/cc-by,Michel Dumontier,michel.dumontier@gmail.com,2013-07-04T18:38:05.432031,2014-08-11T16:02:02.123663,bio2rdf-biomodels,"BioModels Database is a data resource that allows biologists to store, search and retrieve published mathematical models of biological interests.",9,11,eb154678-e315-4a13-a159-baa5e50d7fa3,False,1ad2a68f-5c72-4379-aad3-3bf888fef31a,active,Bio2RDF::Biomodels,dataset,http://biomodels.bio2rdf.org/,2014-06-05
263,Community,,da08a70d-84a2-4a31-b4e1-74c6f211e65f,True,cc-by-sa,Creative Commons Attribution Share-Alike,http://www.opendefinition.org/licenses/cc-by-sa,Andra Waagmeester,andra@micelio.be,2014-08-10T21:00:32.788263,2014-08-10T21:14:33.327830,wp,"In the new tradition of Wikipedia, WikiPathways is an open, public platform dedicated to the curation of biological pathways by and for the scientific community.",1,3,3b6c9035-9243-4d7d-ad55-bb8c5369a958,False,fdb16d30-0c9e-4963-a1de-c176c8d90b32,active,WikiPathways,dataset,,
264,Bio2RDF,bio2rdf@googlegroups.com,84be3c09-0fc0-4df5-8736-adb873b8924e,True,cc-by,Creative Commons Attribution,http://www.opendefinition.org/licenses/cc-by,Michel Dumontier,michel.dumontier@gmail.com,2014-06-19T17:42:27.873470,2014-08-09T18:22:40.451935,bio2rdf-sider,"SIDER contains information on marketed medicines and their recorded adverse drug reactions. The information is extracted from public documents and package inserts. The available information include side effect frequency, drug and side effect classifications as well as links to further information, for example drug?target relations.",12,11,eb154678-e315-4a13-a159-baa5e50d7fa3,False,e6cfa4ed-1f91-4439-abb5-b799dbc58b9f,active,Bio2RDF::Sider,dataset,http://sider.bio2rdf.org/,2014-07-22
265,Bio2RDF,bio2rdf@googlegroups.com,089742e2-8df6-4009-ad69-65172968a5bb,True,cc-by,Creative Commons Attribution,http://www.opendefinition.org/licenses/cc-by,Michel Dumontier,michel.dumontier@gmail.com,2010-08-30T09:05:55.841416,2014-08-09T18:22:38.528983,bio2rdf-sgd,The Saccharomyces Genome Database (SGD) collects and organizes information about the molecular biology and genetics of the yeast Saccharomyces cerevisiae. SGD contains a variety of biological information and tools with which to search and analyze it.,9,11,eb154678-e315-4a13-a159-baa5e50d7fa3,False,a253311e-878b-4235-8082-88ad6865d473,active,Bio2RDF::Sgd,dataset,http://sgd.bio2rdf.org/,2014-06-04
266,Bio2RDF,bio2rdf@googlegroups.com,79fa77cc-8734-4a83-b745-ca75d4d687d2,True,cc-by,Creative Commons Attribution,http://www.opendefinition.org/licenses/cc-by,Michel Dumontier,michel.dumontier@gmail.com,2014-08-01T15:32:25.575942,2014-08-09T18:22:35.458556,bio2rdf-sabiork,"SABIO-RK is a database for biochemical reactions, their kinetic equations with their parameters, and the experimental conditions under which these parameters were measured. ",9,11,eb154678-e315-4a13-a159-baa5e50d7fa3,False,c7f18f3b-fb5c-43a7-b054-28e538497a41,active,Bio2RDF::Sabiork,dataset,http://sabiork.bio2rdf.org/,2014-06-05
267,Bio2RDF,bio2rdf@googlegroups.com,78a17de8-2154-4b84-8186-c1127934f0ab,True,cc-by,Creative Commons Attribution,http://www.opendefinition.org/licenses/cc-by,Michel Dumontier,michel.dumontier@gmail.com,2010-08-30T19:37:33.668836,2014-08-09T18:22:33.556514,bio2rdf-reactome,The Reactome project is a collaboration to develop a curated resource of core pathways and reactions in human biology.,8,11,eb154678-e315-4a13-a159-baa5e50d7fa3,False,27d0aa95-0cfb-4263-8d7c-7401118c05fb,active,Bio2RDF::Reactome,dataset,http://reactome.bio2rdf.org/,
268,Bio2RDF,bio2rdf@googlegroups.com,80f630c3-a43b-417a-a7bc-9fcc1db32506,True,cc-by,Creative Commons Attribution,http://www.opendefinition.org/licenses/cc-by,Michel Dumontier,michel.dumontier@gmail.com,2010-09-01T08:41:11.782422,2014-08-09T18:22:31.695757,bio2rdf-pubmed,PubMed is a service of the U.S. National Library of Medicine that includes citations from MEDLINE and other life science journals for biomedical articles back to the 1950s.,8,11,eb154678-e315-4a13-a159-baa5e50d7fa3,False,47a34c0e-3627-47f6-9732-78e16bd80335,active,Bio2RDF::Pubmed,dataset,http://pubmed.bio2rdf.org/,2014-06-27
269,Bio2RDF,bio2rdf@googlegroups.com,251c37c3-b8ff-4478-83d1-1a5a182211a8,True,cc-by,Creative Commons Attribution,http://www.opendefinition.org/licenses/cc-by,Michel Dumontier,michel.dumontier@gmail.com,2010-08-30T10:36:55.842633,2014-08-09T18:22:26.422798,bio2rdf-omim,"OMIM is a comprehensive, authoritative, and timely compendium of human genes and genetic phenotypes. The full-text, referenced overviews in OMIM contain information on all known mendelian disorders and over 12,000 genes. OMIM focuses on the relationship between phenotype and genotype.",9,11,eb154678-e315-4a13-a159-baa5e50d7fa3,False,bfd5e645-9e9f-4397-835e-e49820849785,active,Bio2RDF::Omim,dataset,http://omim.bio2rdf.org/,2014-07-24
270,Bio2RDF,bio2rdf@googlegroups.com,9719f56a-632e-472b-ae72-41ac4ec6713d,True,cc-by,Creative Commons Attribution,http://www.opendefinition.org/licenses/cc-by,Michel Dumontier,michel.dumontier@gmail.com,2014-07-30T18:18:41.731687,2014-08-09T18:22:24.228236,bio2rdf-ndc,The National Drug Code (NDC) is a unique product identifier used in the United States for drugs intended for human use.,9,11,eb154678-e315-4a13-a159-baa5e50d7fa3,False,d5a9dfeb-96f1-4d26-b63f-8811a97cc504,active,Bio2RDF::Ndc,dataset,http://ndc.bio2rdf.org/,2014-06-02
271,Bio2RDF,bio2rdf@googlegroups.com,56216870-fa68-4e0b-8b37-536eab42b687,True,cc-by,Creative Commons Attribution,http://www.opendefinition.org/licenses/cc-by,Michel Dumontier,michel.dumontier@gmail.com,2010-08-30T09:45:23.106613,2014-08-09T18:22:21.752396,bio2rdf-mgi,"The Mouse Genome Database (MGD) project includes data on gene characterization, nomenclature, mapping, gene homologies among mammals, sequence links, phenotypes, allelic variants and mutants, and strain data.",12,11,eb154678-e315-4a13-a159-baa5e50d7fa3,False,790d589c-4dcf-424f-bce4-73cdd5ce44c1,active,Bio2RDF::Mgi,dataset,http://mgi.bio2rdf.org/,2014-06-05
272,Bio2RDF,bio2rdf@googlegroups.com,9f300c06-6e90-4b26-b097-ae78c1b38d6d,True,cc-by,Creative Commons Attribution,http://www.opendefinition.org/licenses/cc-by,Michel Dumontier,michel.dumontier@gmail.com,2014-07-30T18:13:14.194306,2014-08-09T18:22:19.428077,bio2rdf-mesh,The MeSH Browser is an online vocabulary look-up aid available for use with MeSH (Medical Subject Headings). It is designed to help quickly locate descriptors of possible interest and to show the hierarchy in which descriptors of interest appear.,11,11,eb154678-e315-4a13-a159-baa5e50d7fa3,False,e2b0e9d2-fcb2-4485-9515-b2ea8cf4e8f8,active,Bio2RDF::Mesh,dataset,http://mesh.bio2rdf.org/,2014-05-27
273,Bio2RDF,bio2rdf@googlegroups.com,137b9c8b-f940-44a4-8338-6bac8276ad30,True,cc-by,Creative Commons Attribution,http://www.opendefinition.org/licenses/cc-by,Michel Dumontier,michel.dumontier@gmail.com,2014-07-30T17:59:54.116480,2014-08-09T18:22:17.338840,bio2rdf-lsr,The Resource Registry is a curated collection of datasets and terminologies used in the life sciences,9,11,eb154678-e315-4a13-a159-baa5e50d7fa3,False,3b523cbf-6793-4117-9848-f9650cbf474a,active,Bio2RDF::Lsr,dataset,http://lsr.bio2rdf.org/,2014-07-16
274,Bio2RDF,bio2rdf@googlegroups.com,fdea491c-a1b9-46c0-98ce-a80e549115e5,True,cc-by,Creative Commons Attribution,http://www.opendefinition.org/licenses/cc-by,Michel Dumontier,michel.dumontier@gmail.com,2014-08-06T16:00:12.025397,2014-08-09T18:22:15.020427,bio2rdf-linkedspl,LinkedSPL is a Linked Data version of DailyMed,9,11,eb154678-e315-4a13-a159-baa5e50d7fa3,False,af499555-43d9-47f9-a189-ddc0d74da1e0,active,Bio2RDF::Linkedspl,dataset,http://linkedspl.bio2rdf.org/,
275,Bio2RDF,bio2rdf@googlegroups.com,f3087bbd-c7bb-4054-840b-d314c94d9b13,True,cc-by,Creative Commons Attribution,http://www.opendefinition.org/licenses/cc-by,Michel Dumontier,michel.dumontier@gmail.com,2014-07-30T17:49:17.587243,2014-08-09T18:22:12.741635,bio2rdf-irefindex,"IrefIndex (Interaction Reference Index) provides an index of protein interactions available in a number of primary interaction databases including BIND, BioGRID, CORUM, DIP, HPRD, IntAct, MINT, MPact, MPPI and OPHID. This index includes multiple interaction types including physical and genetic (mapped to their corresponding protein products) as determined by a multitude of methods. ",9,11,eb154678-e315-4a13-a159-baa5e50d7fa3,False,50c47a25-db08-4bc3-b58f-85e20bde921a,active,Bio2RDF::Irefindex,dataset,http://irefindex.bio2rdf.org/,2014-06-22
276,Bio2RDF,bio2rdf@googlegroups.com,2d470f8f-8355-4b2a-b27f-1f0f50ea7b57,True,cc-by,Creative Commons Attribution,http://www.opendefinition.org/licenses/cc-by,Michel Dumontier,michel.dumontier@gmail.com,2010-08-30T09:33:19.530825,2014-08-09T18:22:07.078874,bio2rdf-interpro,"InterPro is an integrated database of predictive protein 'signatures' used for the classification and automatic annotation of proteins and genomes. InterPro classifies sequences at superfamily, family and subfamily levels, predicting the occurrence of functional domains, repeats and important sites.",9,11,eb154678-e315-4a13-a159-baa5e50d7fa3,False,79a8ef8d-5eef-4ea3-b26b-53032a736e5e,active,Bio2RDF::Interpro,dataset,http://interpro.bio2rdf.org/,2014-06-02
277,Bio2RDF,bio2rdf@googlegroups.com,698badc0-75b0-4d28-8b69-dbfdc5995b88,True,cc-by,Creative Commons Attribution,http://www.opendefinition.org/licenses/cc-by,Michel Dumontier,michel.dumontier@gmail.com,2010-08-29T17:56:24.903734,2014-08-09T18:22:05.135990,bio2rdf-homologene,HomoloGene is a system for automated detection of homologs among the annotated genes of several completely sequenced eukaryotic genomes.,9,11,eb154678-e315-4a13-a159-baa5e50d7fa3,False,11748ec8-bb11-41b0-8f9b-1bfe25980d65,active,Bio2RDF::Homologene,dataset,http://homologene.bio2rdf.org/,2014-07-15
278,Bio2RDF,bio2rdf@googlegroups.com,68e0af05-e217-44ea-82b1-24f4fae3904a,True,cc-by,Creative Commons Attribution,http://www.opendefinition.org/licenses/cc-by,Michel Dumontier,michel.dumontier@gmail.com,2010-08-30T09:20:35.485776,2014-08-09T18:22:03.217233,bio2rdf-hgnc,The HGNC gives unique and meaningful names to every human gene. For each known human gene we approve a gene name and symbol (short-form abbreviation).  All approved symbols are stored in the HGNC database.,9,11,eb154678-e315-4a13-a159-baa5e50d7fa3,False,ea3dadab-663d-45af-8e96-47640373decc,active,Bio2RDF::Hgnc,dataset,http://hgnc.bio2rdf.org/,2014-07-04
279,Bio2RDF,bio2rdf@googlegroups.com,c3e51bb6-72d0-484e-aa0d-6824083cdeeb,True,cc-by,Creative Commons Attribution,http://www.opendefinition.org/licenses/cc-by,Michel Dumontier,michel.dumontier@gmail.com,2013-12-06T00:16:58.729577,2014-08-09T18:22:00.104882,bio2rdf-goa,The GOA (Gene Ontology Annotation) project provides high-quality Gene Ontology (GO) annotations to proteins in the UniProt Knowledgebase (UniProtKB) and International Protein Index (IPI). This involves electronic annotation and the integration of high-quality manual GO annotation from all GO Consortium model organism groups and specialist groups.,18,11,eb154678-e315-4a13-a159-baa5e50d7fa3,False,9b1fafb4-d21b-443e-906e-e1fc3e445720,active,Bio2RDF::Goa,dataset,http://goa.bio2rdf.org/,2014-06-05
280,Bio2RDF,bio2rdf@googlegroups.com,eac4a59a-a486-4805-a731-b2d42172e5d1,True,cc-by,Creative Commons Attribution,http://www.opendefinition.org/licenses/cc-by,Michel Dumontier,michel.dumontier@gmail.com,2014-08-07T18:46:41.183283,2014-08-09T18:21:57.833227,bio2rdf-gendr,"GenDR is a database of genes associated with dietary restriction (DR). GenDR includes two datasets: 1) genes inferred from experiments in model organisms in which genetic manipulations cancel out or disrupt the life-extending effects of DR; 2) genes robustly altered due to DR, derived from a meta-analysis of microarray DR studies in mammals",10,11,eb154678-e315-4a13-a159-baa5e50d7fa3,False,15f60167-601c-4806-a182-0583f866d8e9,active,Bio2RDF::Gendr,dataset,http://gendr.bio2rdf.org/,2014-06-03
281,Bio2RDF,bio2rdf@googlegroups.com,e482d1f5-287e-466b-9478-521fbb3faf9c,True,cc-by,Creative Commons Attribution,http://www.opendefinition.org/licenses/cc-by,Michel Dumontier,michel.dumontier@gmail.com,2014-08-06T16:00:07.403388,2014-08-09T18:21:55.333670,bio2rdf-genage,"GenAge is a database of human and model organism genes related to longevity and aging, maintained by the Human Ageing Genomics Resources (HAGR) group. ",10,11,eb154678-e315-4a13-a159-baa5e50d7fa3,False,46281155-d179-4aaf-8e8e-a325e2381e29,active,Bio2RDF::Genage,dataset,http://genage.bio2rdf.org/,2014-06-03
282,Bio2RDF,bio2rdf@googlegroups.com,d7fca442-ebde-4221-9d77-a3bb2fd1dd9c,True,cc-by,Creative Commons Attribution,http://www.opendefinition.org/licenses/cc-by,Michel Dumontier,michel.dumontier@gmail.com,2012-09-14T19:28:06.350576,2014-08-09T18:21:52.925988,bio2rdf-drugbank,"The DrugBank database is a bioinformatics and chemoinformatics resource that combines detailed drug (i.e. chemical, pharmacological and pharmaceutical) data with comprehensive drug target (i.e. sequence, structure, and pathway) information.",10,11,eb154678-e315-4a13-a159-baa5e50d7fa3,False,6626ffe6-34d5-4a78-b429-35e6d2839af5,active,Bio2RDF::Drugbank,dataset,http://drugbank.bio2rdf.org/,2014-07-25
283,Bio2RDF,bio2rdf@googlegroups.com,428538fa-c179-4dd0-bb81-1f54e1d29ff5,True,cc-by,Creative Commons Attribution,http://www.opendefinition.org/licenses/cc-by,Michel Dumontier,michel.dumontier@gmail.com,2014-07-30T17:42:48.754258,2014-08-09T18:21:50.595878,bio2rdf-dbsnp,The dbSNP database is a repository for both single base nucleotide subsitutions and short deletion and insertion polymorphisms.,9,11,eb154678-e315-4a13-a159-baa5e50d7fa3,False,25c3b5fa-4f55-44cb-b781-461cfcb4cbd9,active,Bio2RDF::Dbsnp,dataset,http://dbsnp.bio2rdf.org/,2014-07-15
284,Bio2RDF,bio2rdf@googlegroups.com,0811857f-7cd2-441e-a270-8ddc358045c5,True,cc-by,Creative Commons Attribution,http://www.opendefinition.org/licenses/cc-by,Michel Dumontier,michel.dumontier@gmail.com,2014-07-30T17:29:01.707791,2014-08-09T18:21:47.908171,bio2rdf-clinicaltrials,ClinicalTrials.gov is a registry and results database of publicly and privately supported clinical studies of human participants conducted around the world. ,9,11,eb154678-e315-4a13-a159-baa5e50d7fa3,False,b7ba8a3b-d2c5-45ab-8a1a-0a6f8a4220dc,active,Bio2RDF::Clinicaltrials,dataset,http://clinicaltrials.bio2rdf.org/,2014-07-03
285,Bio2RDF,bio2rdf@googlegroups.com,94f1b9dc-4d9c-44c1-99ce-eec2af2086ee,True,cc-by,Creative Commons Attribution,http://www.opendefinition.org/licenses/cc-by,Michel Dumontier,michel.dumontier@gmail.com,2014-08-06T16:00:02.862610,2014-08-09T18:21:37.670145,bio2rdf-bioportal,"BioPortal is an open repository of biomedical ontologies that provides access via Web services and Web browsers to ontologies developed in OWL, RDF, OBO format and Protege frames. BioPortal functionality includes the ability to browse, search and visualize ontologies.",18,11,eb154678-e315-4a13-a159-baa5e50d7fa3,False,e0a30bdb-0c1b-4642-971f-81a1c64a929d,active,Bio2RDF::Bioportal,dataset,http://bioportal.bio2rdf.org/,2014-07-20
